st_marker_id,lon,lat
A566,-73.9910659790039,40.74917984008789
A567,-73.9559326171875,40.78307723999024
A568,-73.97758483886719,40.760990142822266
A569,-73.9719467163086,40.75532150268555
A570,-74.00275421142578,40.728553771972656
A571,-73.98113250732422,40.78097915649414
A572,-74.00637054443358,40.71896362304688
A573,-73.97239685058595,40.756980895996094
A574,-73.97430419921875,40.79381942749024
A575,-73.93326568603516,40.75222396850586
A576,-74.00917053222656,40.7157096862793
A577,-73.95909118652342,40.78334045410156
A578,-73.98828125,40.72322845458984
A579,-73.97365570068358,40.76340866088867
A580,-73.78997802734375,40.64705276489258
A581,-73.86385345458984,40.769962310791016
A582,-73.99079895019531,40.7506103515625
A583,-74.01347351074217,40.702396392822266
A584,-73.9960708618164,40.73016357421875
A585,-74.00312042236328,40.74924850463867
A586,-73.97723388671875,40.75827407836913
A587,-73.97937774658203,40.78473281860352
A588,-73.9991683959961,40.74563980102539
A589,-73.97566223144531,40.73323440551758
A590,-73.98508453369139,40.73214721679688
A591,-74.0060806274414,40.734622955322266
A592,-73.9788589477539,40.75276947021485
A593,-73.9855728149414,40.752735137939446
A594,-73.94770812988281,40.804702758789055
A595,-73.99518585205078,40.74972915649414
A596,-73.9410629272461,40.78847885131836
A597,-73.96675872802734,40.770069122314446
A598,-73.94595336914062,40.78083038330078
A599,-73.96750640869139,40.78802108764648
A600,-73.96392059326173,40.765228271484375
A601,-74.00796508789062,40.74034118652344
A602,-74.00543212890625,40.73711395263672
A603,-74.01262664794923,40.716899871826165
A604,-73.96793365478516,40.76226043701172
A605,-73.99335479736328,40.7293701171875
A606,-73.98751831054686,40.74902725219727
A607,-73.97624206542967,40.788249969482415
A608,-73.98149871826173,40.768421173095696
A609,-73.95433807373048,40.76417922973633
A610,-73.98049163818358,40.78539657592773
A611,-73.96537780761719,40.77176284790039
A612,-73.96153259277344,40.76415252685546
A613,-73.9806900024414,40.762725830078125
A614,-73.97766876220702,40.78637313842773
A615,-73.95986938476561,40.7733268737793
A616,-73.99015045166014,40.731815338134766
A617,-73.97226715087889,40.745235443115234
A618,-73.97593688964845,40.75974655151367
A619,-73.97226715087889,40.7636604309082
A620,-73.98179626464844,40.73671340942384
A621,-73.99971008300781,40.74344253540039
A622,-73.98146057128906,40.7788314819336
A623,-73.9825439453125,40.767925262451165
A624,-73.98197174072266,40.76147079467773
A625,-73.9671173095703,40.77237319946289
A626,-74.00591278076173,40.73623275756836
A627,-73.97770690917967,40.786746978759766
A628,-73.98107147216798,40.76781463623047
A629,-73.97863006591797,40.7833366394043
A630,-74.00314331054686,40.72841262817384
A631,-73.97181701660156,40.757022857666016
A632,-73.99076843261719,40.75061798095703
A633,-73.98879241943358,40.72989273071289
A634,-73.95426177978516,40.7742576599121
A635,-73.9211196899414,40.7564582824707
A636,-74.01608276367188,40.714786529541016
A637,-73.99622344970702,40.722034454345696
A638,-73.99016571044923,40.68966293334961
A639,-74.00604248046875,40.725540161132805
A640,-73.98438262939453,40.75534439086913
A641,-73.9600067138672,40.762222290039055
A642,-73.96582794189453,40.77128219604492
A643,-73.98136138916014,40.7735595703125
A644,-73.95079803466798,40.78585052490234
A645,-73.94246673583984,40.775352478027344
A646,-73.98751831054686,40.72444534301758
A647,-73.99126434326173,40.74966049194336
A648,-73.99514007568358,40.7253303527832
A649,-73.98517608642578,40.74704360961913
A650,-73.86328887939453,40.7700424194336
A651,-73.97962188720702,40.76541519165039
A652,-73.98033905029298,40.74260330200195
A653,-73.98531341552734,40.73823165893555
A654,-73.9852523803711,40.75749588012695
A655,-73.96952056884764,40.75997924804688
A656,-73.97167205810547,40.76128387451172
A657,-74.00934600830078,40.70613479614258
A658,-73.96353149414062,40.77440643310546
A659,-74.01124572753906,40.71554565429688
A660,-73.99078369140625,40.75039291381836
A661,-73.94461059570312,40.77944946289063
A662,-73.78948211669923,40.64105987548828
A663,-73.97749328613281,40.75841522216797
A664,-73.98619842529298,40.740997314453125
A665,-73.97315216064453,40.784915924072266
A666,-73.96255493164062,40.778621673583984
A667,-74.00493621826173,40.72848510742188
A668,-73.98082733154298,40.74448013305664
A669,-74.00650024414062,40.737823486328125
A670,-73.98646545410156,40.7554168701172
A671,-73.98515319824217,40.7476806640625
A672,-73.95630645751953,40.77842712402344
A673,-73.99123382568358,40.74227142333984
A674,-73.98241424560547,40.74803924560546
A675,-73.95901489257811,40.7718620300293
A676,-73.95957946777344,40.77698516845703
A677,-73.78800964355469,40.641693115234375
A678,-73.97746276855469,40.75735855102539
A679,-73.9769058227539,40.75624847412109
A680,-73.99049377441406,40.75616836547852
A681,-73.99114990234375,40.73899841308594
A682,-73.86273956298828,40.768890380859375
A683,-73.972412109375,40.76240158081056
A684,-73.9459228515625,40.77301406860352
A685,-73.98603057861328,40.7309455871582
A686,-73.9818115234375,40.76852416992188
A687,-73.96498107910156,40.79140853881836
A688,-73.97620391845702,40.751590728759766
A689,-73.97772216796875,40.752098083496094
A690,-73.95953369140625,40.77187347412109
A691,-73.9729232788086,40.78521728515625
A692,-73.9813003540039,40.730911254882805
A693,-73.98786926269531,40.75020599365234
A694,-73.98185729980467,40.74483871459961
A695,-73.98794555664062,40.748977661132805
A696,-73.98638916015625,40.76187133789063
A697,-73.96234893798828,40.779029846191406
A698,-73.87539672851561,40.7738037109375
A699,-73.98233795166014,40.75040817260742
