st_marker_id,lon,lat
A0,-73.9700469970703,40.765239715576165
A1,-73.98588562011719,40.75176239013672
A2,-73.98516845703125,40.72768020629882
A3,-73.9852523803711,40.73576354980469
A4,-73.9913330078125,40.72335433959961
A5,-73.97725677490233,40.75478363037109
A6,-73.95439147949219,40.77812957763672
A7,-74.00431060791014,40.742351531982415
A8,-73.97725677490233,40.72620391845703
A9,-73.992919921875,40.72387313842773
A10,-73.97821807861328,40.76187133789063
A11,-74.01412200927734,40.71215057373047
A12,-73.98079681396483,40.74457931518555
A13,-73.9862060546875,40.761917114257805
A14,-74.01227569580078,40.713623046875
A15,-73.98954772949219,40.76791763305664
A16,-73.98915100097656,40.74543762207031
A17,-73.98770904541014,40.74981689453125
A18,-73.9557113647461,40.717769622802734
A19,-73.98062896728516,40.727081298828125
A20,-73.95623016357422,40.77560043334961
A21,-73.96280670166014,40.77579116821289
A22,-73.9959487915039,40.74436950683594
A23,-73.98190307617188,40.76953125
A24,-73.98089599609375,40.75005722045898
A25,-73.99651336669923,40.7153205871582
A26,-73.97549438476561,40.7618522644043
A27,-73.9832992553711,40.7659568786621
A28,-73.98928070068358,40.7210693359375
A29,-73.95333862304686,40.78824234008789
A30,-73.97887420654298,40.7776756286621
A31,-73.94764709472656,40.78361892700195
A32,-73.9598617553711,40.75781631469727
A33,-73.97425079345702,40.75636672973633
A34,-73.95352935791014,40.77536010742188
A35,-73.98137664794923,40.76337814331056
A36,-73.98263549804686,40.77711486816406
A37,-73.95234680175781,40.78662872314453
A38,-73.96907806396483,40.761043548583984
A39,-73.98490142822266,40.74782180786133
A40,-73.99351501464844,40.75209045410156
A41,-74.00255584716798,40.73037338256836
A42,-73.98693084716798,40.73336410522461
A43,-73.98858642578125,40.73408889770508
A44,-73.99453735351561,40.72774887084961
A45,-73.99514007568358,40.72071075439453
A46,-73.99083709716798,40.73321914672852
A47,-73.97147369384764,40.79531478881836
A48,-73.96733093261719,40.79301071166992
A49,-73.96385955810547,40.77683639526367
A50,-73.9912109375,40.74972534179688
A51,-74.00066375732422,40.716941833496094
A52,-73.96350860595702,40.75747299194336
A53,-73.99629211425781,40.743118286132805
A54,-73.98951721191406,40.74193954467773
A55,-73.98973083496092,40.72004318237305
A56,-73.9881591796875,40.75661087036133
A57,-73.99903106689453,40.73430633544922
A58,-73.98297882080078,40.77792739868164
A59,-73.99976348876953,40.72719955444336
A60,-73.9552001953125,40.77928161621094
A61,-73.9953384399414,40.74446868896485
A62,-73.97724151611328,40.74280548095703
A63,-73.98038482666014,40.7823600769043
A64,-73.98996734619139,40.735389709472656
A65,-73.9742431640625,40.74317169189453
A66,-73.9729232788086,40.75622177124024
A67,-73.97721099853516,40.75749588012695
A68,-73.98390960693358,40.76555252075195
A69,-73.98349761962889,40.72176361083984
A70,-73.96109008789062,40.76506423950195
A71,-73.97676849365233,40.745464324951165
A72,-73.98722076416014,40.72259140014648
A73,-73.7884750366211,40.64155960083008
A74,-73.98390197753906,40.74314498901367
A75,-73.97908020019531,40.75779342651367
A76,-73.98990631103516,40.73371505737305
A77,-74.00397491455078,40.747512817382805
A78,-73.8639373779297,40.76983642578125
A79,-73.99551391601561,40.72489547729492
A80,-73.97857666015625,40.757286071777344
A81,-73.97486114501953,40.72951889038086
A82,-73.98152923583984,40.74974060058594
A83,-73.94721984863281,40.78033828735352
A84,-73.95807647705078,40.779006958007805
A85,-73.99070739746092,40.75541305541992
A86,-73.99395751953125,40.746368408203125
A87,-73.952392578125,40.783573150634766
A88,-73.96755981445312,40.76290512084961
A89,-73.99085998535155,40.76047897338867
A90,-73.95355224609375,40.77534866333008
A91,-73.98564147949219,40.72730255126953
A92,-73.97721099853516,40.751747131347656
A93,-73.98828887939453,40.74956512451172
A94,-73.96002960205078,40.770503997802734
A95,-73.95057678222656,40.786651611328125
A96,-73.91028594970702,40.75275039672852
A97,-74.01216125488281,40.70749282836913
A98,-73.9720001220703,40.76207733154297
A99,-73.99115753173827,40.7496337890625
A100,-73.97593688964845,40.7763786315918
A101,-73.98053741455078,40.727027893066406
A102,-74.00801849365233,40.74861526489258
A103,-73.96582794189453,40.754261016845696
A104,-73.96994018554686,40.75963973999024
A105,-73.99229431152342,40.6840705871582
A106,-74.00052642822266,40.72740173339844
A107,-73.982177734375,40.76704788208008
A108,-73.95169830322266,40.76947021484375
A109,-73.97937774658203,40.7519989013672
A110,-73.98690795898438,40.73333740234375
A111,-73.95753479003906,40.7617645263672
A112,-73.98545837402342,40.75730895996094
A113,-73.95569610595702,40.779399871826165
A114,-74.00148773193358,40.75661087036133
A115,-73.99227142333984,40.75373840332031
A116,-73.97882843017578,40.74134826660156
A117,-73.99612426757811,40.72522735595703
A118,-73.98492431640625,40.72800064086913
A119,-73.97422790527344,40.76219940185546
A120,-73.97576141357422,40.75975799560546
A121,-74.00421142578125,40.72091674804688
A122,-73.95157623291014,40.769981384277344
A123,-73.99434661865233,40.717063903808594
A124,-73.99179840087889,40.72727966308594
A125,-73.9715805053711,40.763145446777344
A126,-73.98780822753906,40.74567413330078
A127,-74.00496673583984,40.723011016845696
A128,-73.97328186035155,40.76093673706056
A129,-73.99657440185547,40.73728561401367
A130,-74.00483703613281,40.72349548339844
A131,-74.00852966308595,40.71628189086913
A132,-73.96112060546875,40.760704040527344
A133,-73.86296081542967,40.76886367797852
A134,-73.94334411621092,40.796382904052734
A135,-74.01290893554686,40.702449798583984
A136,-73.98137664794923,40.78121948242188
A137,-73.98357391357422,40.74970245361328
A138,-73.99359130859375,40.76716613769531
A139,-73.96530151367188,40.75943374633789
A140,-73.94579315185547,40.77347946166992
A141,-73.87104797363281,40.77384948730469
A142,-73.9690704345703,40.7632942199707
A143,-73.9539794921875,40.77273941040039
A144,-73.99044036865233,40.73126220703125
A145,-73.9763412475586,40.781028747558594
A146,-74.00743865966798,40.70733642578125
A147,-73.98068237304686,40.74438095092773
A148,-74.0,40.72177505493164
A149,-73.89192962646483,40.74699020385742
A150,-73.98815155029298,40.73728942871094
A151,-73.99758148193358,40.73280715942384
A152,-73.9957275390625,40.7645263671875
A153,-73.96524047851561,40.800884246826165
A154,-73.97447204589844,40.757339477539055
A155,-73.97789001464844,40.75447082519531
A156,-73.97272491455078,40.757320404052734
A157,-73.97541046142578,40.757339477539055
A158,-73.80209350585938,40.663856506347656
A159,-73.95594024658203,40.779651641845696
A160,-73.9763412475586,40.76472854614258
A161,-73.98393249511719,40.74308013916016
A162,-74.01400756835938,40.71199035644531
A163,-73.97898864746092,40.76688003540039
A164,-74.0041732788086,40.72243881225586
A165,-73.96980285644531,40.75076675415039
A166,-73.92931365966798,40.760601043701165
A167,-73.99030303955078,40.77170181274414
A168,-73.99758148193358,40.7379264831543
A169,-73.98622131347656,40.7519760131836
A170,-73.86275482177734,40.768531799316406
A171,-73.99484252929686,40.731689453125
A172,-73.9764633178711,40.728870391845696
A173,-74.00908660888672,40.715518951416016
A174,-73.99221038818358,40.737571716308594
A175,-73.99044799804686,40.76170349121094
A176,-73.9618148803711,40.76287078857422
A177,-73.96244049072266,40.80484008789063
A178,-73.96756744384764,40.7557487487793
A179,-73.98088836669923,40.75934982299805
A180,-73.99539947509764,40.688106536865234
A181,-73.97393798828125,40.764259338378906
A182,-74.00971221923827,40.71579360961913
A183,-74.00474548339844,40.74893951416016
A184,-73.96234893798828,40.77032852172852
A185,-73.98040771484375,40.73445892333984
A186,-73.96987915039062,40.76522064208984
A187,-73.9703826904297,40.76147079467773
A188,-73.99873352050781,40.7453498840332
A189,-73.99569702148438,40.72454833984375
A190,-73.94107055664062,40.799072265625
A191,-73.9661865234375,40.770652770996094
A192,-74.00519561767578,40.71997833251953
A193,-73.95689392089844,40.7662239074707
A194,-74.00241088867188,40.7501335144043
A195,-73.98507690429686,40.73582458496094
A196,-74.00035858154298,40.71836853027344
A197,-73.93687438964844,40.84002304077149
A198,-73.97470855712889,40.74187088012695
A199,-73.99224853515625,40.74288177490234
A200,-73.97876739501953,40.759090423583984
A201,-73.97689056396483,40.75893020629882
A202,-73.9939727783203,40.75024032592773
A203,-73.99402618408203,40.75114822387695
A204,-73.98995971679686,40.74188232421875
A205,-73.98719024658203,40.73946762084961
A206,-73.9820556640625,40.77171325683594
A207,-73.9866943359375,40.71974563598633
A208,-73.956787109375,40.77790832519531
A209,-73.97551727294923,40.7575569152832
A210,-73.98233032226561,40.731475830078125
A211,-73.95119476318358,40.78025817871094
A212,-73.97907257080078,40.744190216064446
A213,-73.98817443847656,40.737701416015625
A214,-73.99503326416014,40.7253532409668
A215,-73.98899841308595,40.751480102539055
A216,-73.9803009033203,40.72703170776367
A217,-73.9747314453125,40.793132781982415
A218,-73.9836196899414,40.75461959838867
A219,-73.99416351318358,40.75110626220703
A220,-73.98143005371094,40.780887603759766
A221,-73.9901351928711,40.76158905029297
A222,-73.99360656738281,40.72127914428711
A223,-73.98856353759764,40.73887634277344
A224,-73.98462677001953,40.73307037353516
A225,-73.99160766601561,40.74953079223633
A226,-74.01432037353516,40.71234893798828
A227,-73.77677154541014,40.64517974853516
A228,-74.00308227539062,40.72288131713867
A229,-73.97992706298828,40.75152969360352
A230,-74.00930786132812,40.70957946777344
A231,-73.99774932861328,40.72569274902344
A232,-73.9714584350586,40.758670806884766
A233,-73.95589447021484,40.77885055541992
A234,-73.9864501953125,40.7458381652832
A235,-73.97427368164062,40.759422302246094
A236,-73.99629974365233,40.75316619873047
A237,-73.9600830078125,40.76618194580078
A238,-73.98091125488281,40.7446403503418
A239,-73.99398803710938,40.72664260864258
A240,-74.00263977050781,40.73064041137695
A241,-73.97171020507811,40.75565719604492
A242,-73.96486663818358,40.75978469848633
A243,-73.98976135253906,40.729591369628906
A244,-74.00785064697266,40.74040985107422
A245,-73.96350860595702,40.75704574584961
A246,-73.97407531738281,40.79405212402344
A247,-74.0107421875,40.7090301513672
A248,-73.9676055908203,40.78809356689453
A249,-73.99073791503906,40.71818542480469
A250,-73.9602813720703,40.78148651123047
A251,-73.96234893798828,40.77907943725586
A252,-73.98216247558594,40.77581405639648
A253,-74.00077819824217,40.74224853515625
A254,-74.01197052001953,40.704639434814446
A255,-73.96682739257811,40.76678085327149
A256,-73.97852325439453,40.7829704284668
A257,-73.99761199951173,40.74652862548828
A258,-74.00027465820312,40.73772048950195
A259,-73.96785736083984,40.762649536132805
A260,-74.00289154052734,40.73912811279297
A261,-73.98834991455078,40.73445510864258
A262,-74.00640106201173,40.705181121826165
A263,-73.95657348632812,40.77830123901367
A264,-73.97805786132812,40.75320053100586
A265,-73.98177337646483,40.77029800415039
A266,-73.98487091064453,40.74201965332031
A267,-73.99652099609375,40.73803329467773
A268,-73.97600555419923,40.78121948242188
A269,-73.95832061767578,40.76887893676758
A270,-73.97657775878906,40.78071975708008
A271,-73.95587158203125,40.71410751342773
A272,-73.992431640625,40.72662734985352
A273,-73.98108673095702,40.7500457763672
A274,-73.96041870117188,40.76978302001953
A275,-73.97708892822266,40.74308013916016
A276,-73.97158813476561,40.761112213134766
A277,-73.95430755615233,40.7781982421875
A278,-73.98219299316406,40.776145935058594
A279,-73.96379089355469,40.7979736328125
A280,-73.97090911865233,40.7880859375
A281,-73.98609924316406,40.76246643066406
A282,-73.95252990722656,40.779949188232415
A283,-73.9701156616211,40.7617301940918
A284,-73.99544525146483,40.716007232666016
A285,-74.00017547607422,40.7346305847168
A286,-74.01372528076173,40.7138557434082
A287,-73.99018096923827,40.7349967956543
A288,-73.97427368164062,40.75722503662109
A289,-73.78617095947266,40.641971588134766
A290,-73.99360656738281,40.74994659423828
A291,-73.99824523925781,40.72773361206056
A292,-73.96846008300781,40.760738372802734
A293,-73.98258209228516,40.72341537475586
A294,-74.0041275024414,40.73809051513672
A295,-73.97903442382812,40.74020767211913
A296,-73.99331665039062,40.74163818359375
A297,-73.95556640625,40.78507614135742
A298,-73.94736480712889,40.77629470825195
A299,-74.00058746337889,40.72713088989258
A300,-73.99945068359375,40.73369598388672
A301,-73.99514007568358,40.74388122558594
A302,-73.97392272949219,40.79170608520508
A303,-73.95136260986328,40.77774810791016
A304,-73.91676330566406,40.86938095092773
A305,-73.98175811767578,40.728511810302734
A306,-73.98809051513672,40.749561309814446
A307,-73.9910888671875,40.74980163574219
A308,-73.9787826538086,40.78759002685546
A309,-73.99459075927734,40.750301361083984
A310,-73.98460388183594,40.75846862792969
A311,-73.98220825195312,40.76704788208008
A312,-73.9937744140625,40.744922637939446
A313,-73.86357116699219,40.76966094970703
A314,-73.97765350341797,40.729270935058594
A315,-73.99667358398438,40.73725509643555
A316,-73.98138427734375,40.77857971191406
A317,-73.98267364501953,40.7310028076172
A318,-73.96465301513672,40.772815704345696
A319,-74.0149154663086,40.70948028564453
A320,-73.9787368774414,40.74755859375
A321,-73.95599365234375,40.78474426269531
A322,-73.98130798339844,40.77391052246094
A323,-74.00845336914062,40.74532318115234
A324,-74.0004653930664,40.732154846191406
A325,-73.87459564208984,40.77413940429688
A326,-73.9908676147461,40.74949645996094
A327,-73.98760223388672,40.76457977294922
A328,-74.01412963867188,40.712158203125
A329,-74.01378631591797,40.71377182006836
A330,-73.96543121337889,40.805419921875
A331,-73.94181060791014,40.81296157836913
A332,-73.98052978515625,40.68537902832031
A333,-73.95792388916014,40.76923751831056
A334,-73.98091125488281,40.729690551757805
A335,-73.97547149658203,40.730098724365234
A336,-74.00143432617188,40.72470474243164
A337,-74.00284576416014,40.72820663452149
A338,-73.98719787597656,40.75634002685546
A339,-73.98524475097656,40.72772216796875
A340,-73.98783111572266,40.76010894775391
A341,-73.98480987548828,40.76784133911133
A342,-73.97868347167967,40.75197219848633
A343,-74.00146484375,40.756702423095696
A344,-73.98880004882812,40.75931167602539
A345,-73.96094512939453,40.76520538330078
A346,-73.98843383789062,40.759891510009766
A347,-73.974609375,40.75243377685546
A348,-74.00825500488281,40.73473358154297
A349,-73.9810791015625,40.7632293701172
A350,-73.9955062866211,40.76479721069336
A351,-73.99624633789062,40.7319793701172
A352,-74.00658416748048,40.73151397705078
A353,-73.99349975585938,40.757118225097656
A354,-73.96103668212889,40.777591705322266
A355,-74.00215148925781,40.73492050170898
A356,-73.9990234375,40.73424911499024
A357,-73.95511627197266,40.78865051269531
A358,-73.97512817382812,40.76180267333984
A359,-73.958740234375,40.768165588378906
A360,-73.99407958984375,40.746143341064446
A361,-73.96842193603516,40.761428833007805
A362,-73.99359130859375,40.75395965576172
A363,-73.98103332519531,40.74161911010742
A364,-73.98273468017578,40.73148727416992
A365,-73.9532470703125,40.779293060302734
A366,-73.96233367919923,40.77908706665039
A367,-73.97630310058595,40.78835678100586
A368,-73.98812866210938,40.73165130615234
A369,-74.00691986083984,40.742488861083984
A370,-73.96558380126953,40.75882339477539
A371,-73.78116607666014,40.64495086669922
A372,-73.87445068359375,40.77398300170898
A373,-73.94800567626953,40.774688720703125
A374,-73.99025726318358,40.71442031860352
A375,-73.95528411865233,40.77952575683594
A376,-73.96556854248048,40.75872039794922
A377,-73.99004364013672,40.74070739746094
A378,-73.97859191894531,40.736576080322266
A379,-73.98139953613281,40.78084564208984
A380,-73.96217346191406,40.779102325439446
A381,-73.99586486816406,40.74368667602539
A382,-73.98478698730467,40.74789810180664
A383,-73.9638671875,40.761356353759766
A384,-73.99149322509764,40.74471664428711
A385,-73.97065734863281,40.78807830810546
A386,-73.98033905029298,40.76255035400391
A387,-73.99165344238281,40.74741363525391
A388,-73.9891586303711,40.75262451171875
A389,-73.87442016601561,40.77403259277344
A390,-73.97303771972656,40.743919372558594
A391,-73.96322631835938,40.77798461914063
A392,-73.9920883178711,40.74591445922852
A393,-73.98138427734375,40.7370491027832
A394,-73.96710968017578,40.75699234008789
A395,-73.97236633300781,40.75661849975586
A396,-73.92208862304686,40.76723098754882
A397,-73.98121643066406,40.77091979980469
A398,-73.98739624023438,40.74430847167969
A399,-73.93962860107422,40.79425430297852
A400,-74.00557708740233,40.71796417236328
A401,-73.98438262939453,40.74333953857422
A402,-73.96441650390625,40.760452270507805
A403,-74.00204467773438,40.73003768920898
A404,-73.98989868164062,40.751270294189446
A405,-74.00550079345702,40.740509033203125
A406,-73.9945068359375,40.750686645507805
A407,-73.96575927734375,40.75442886352539
A408,-73.99057006835938,40.75568008422852
A409,-73.98220825195312,40.776870727539055
A410,-73.98401641845702,40.757911682128906
A411,-73.99858856201173,40.71939849853516
A412,-73.9998779296875,40.73877334594727
A413,-73.98865509033203,40.73643493652344
A414,-73.96709442138672,40.760566711425774
A415,-74.00747680664062,40.74311065673828
A416,-73.9949722290039,40.72606658935546
A417,-73.99113464355469,40.74959564208984
A418,-73.99226379394531,40.74844741821289
A419,-73.98117828369139,40.744747161865234
A420,-73.99928283691406,40.749378204345696
A421,-73.96798706054686,40.75104904174805
A422,-73.97091674804686,40.75802612304688
A423,-73.98799896240233,40.764915466308594
A424,-73.95974731445312,40.7139892578125
A425,-74.00932312011719,40.71552276611328
A426,-73.97251892089844,40.782329559326165
A427,-73.97803497314453,40.741886138916016
A428,-73.989990234375,40.68741226196289
A429,-73.9554214477539,40.76422119140625
A430,-73.98635864257811,40.72333526611328
A431,-73.86296081542967,40.76885223388672
A432,-73.97783660888672,40.7528190612793
A433,-73.99129486083984,40.7558708190918
A434,-73.99144744873048,40.74983978271485
A435,-73.99170684814453,40.75476837158203
A436,-73.99539947509764,40.71715927124024
A437,-73.9591064453125,40.80185317993164
A438,-73.97434234619139,40.75622177124024
A439,-73.85435485839844,40.84889221191406
A440,-73.98615264892578,40.761993408203125
A441,-73.9803466796875,40.72198486328125
A442,-73.94491577148438,40.78310775756836
A443,-73.98165130615233,40.76236724853516
A444,-74.00830078125,40.71442413330078
A445,-73.97801971435547,40.74593353271485
A446,-73.95545959472656,40.78816223144531
A447,-73.98871612548828,40.722354888916016
A448,-73.97640991210938,40.75802230834961
A449,-73.99925231933594,40.72224044799805
A450,-73.98043823242188,40.73028564453125
A451,-73.98346710205078,40.75705337524414
A452,-73.96553802490233,40.75904846191406
A453,-73.98295593261719,40.744720458984375
A454,-73.97711181640625,40.74305725097656
A455,-73.98008728027342,40.78977966308594
A456,-73.96144104003906,40.77190017700195
A457,-73.99034118652342,40.735111236572266
A458,-73.98570251464844,40.76288986206056
A459,-73.98391723632812,40.76039123535156
A460,-73.98321533203125,40.730762481689446
A461,-73.98529815673827,40.72785568237305
A462,-73.98043823242188,40.75164031982422
A463,-73.9817657470703,40.73678207397461
A464,-73.95279693603516,40.77227020263672
A465,-73.9620361328125,40.77337265014648
A466,-73.9570083618164,40.77741241455078
A467,-73.98120880126953,40.76900100708008
A468,-73.98470306396483,40.77910614013672
A469,-73.95391082763672,40.778751373291016
A470,-73.9787826538086,40.76404571533203
A471,-73.99376678466798,40.73606872558594
A472,-73.98236846923827,40.7671127319336
A473,-73.98201751708984,40.77554321289063
A474,-74.00550842285155,40.74113082885742
A475,-73.97734832763672,40.76456451416016
A476,-73.9713592529297,40.76598358154297
A477,-73.98805236816406,40.73208999633789
A478,-73.97743225097656,40.757827758789055
A479,-74.00709533691406,40.71046829223633
A480,-74.0111312866211,40.71103286743164
A481,-73.9798583984375,40.77109146118164
A482,-73.96910095214845,40.79035949707031
A483,-73.9547348022461,40.76970672607422
A484,-73.99803924560547,40.727638244628906
A485,-73.95307159423827,40.77855682373047
A486,-73.99127197265625,40.74232864379882
A487,-73.9768295288086,40.75270462036133
A488,-73.969482421875,40.673336029052734
A489,-73.99213409423827,40.717586517333984
A490,-73.98033905029298,40.763050079345696
A491,-73.99462890625,40.72296524047852
A492,-73.98768615722656,40.74396133422852
A493,-74.0031967163086,40.72038269042969
A494,-73.98311614990233,40.74983215332031
A495,-73.99314880371094,40.74233627319336
A496,-73.96239471435547,40.76717758178711
A497,-73.972900390625,40.7578010559082
A498,-73.97024536132812,40.759864807128906
A499,-73.98216247558594,40.77193069458008
A500,-73.96717834472656,40.801055908203125
A501,-73.83356475830078,40.86789321899414
A502,-73.94557189941406,40.78366088867188
A503,-73.9882583618164,40.753242492675774
A504,-74.00810241699219,40.70683288574219
A505,-73.98741149902342,40.754093170166016
A506,-74.00199127197266,40.72432708740234
A507,-73.95240020751953,40.78369140625
A508,-73.9909896850586,40.75526428222656
A509,-74.00723266601561,40.715576171875
A510,-73.99031066894531,40.73142623901367
A511,-73.99285125732422,40.756385803222656
A512,-73.95651245117188,40.77528762817384
A513,-74.00057220458984,40.74243927001953
A514,-73.96646118164062,40.7535285949707
A515,-73.98014831542967,40.74275970458984
A516,-73.99612426757811,40.724098205566406
A517,-73.98908233642578,40.73653030395508
A518,-73.98194885253906,40.76163101196289
A519,-74.00528717041014,40.74120330810546
A520,-73.97476959228516,40.75165939331056
A521,-73.98455810546875,40.74512100219727
A522,-73.9762191772461,40.7516975402832
A523,-73.86322021484375,40.769718170166016
A524,-74.00508880615233,40.72890090942384
A525,-73.9553451538086,40.763530731201165
A526,-73.99661254882812,40.73823165893555
A527,-73.9884033203125,40.7234001159668
A528,-73.97373962402342,40.75641632080078
A529,-73.9592514038086,40.7169303894043
A530,-73.99738311767578,40.74681854248047
A531,-73.98001098632812,40.74274063110352
A532,-74.00304412841797,40.744407653808594
A533,-73.9822540283203,40.75706481933594
A534,-73.96672058105469,40.76462173461913
A535,-73.9788360595703,40.752716064453125
A536,-73.99156951904298,40.744155883789055
A537,-73.98200225830078,40.77276992797852
A538,-73.98186492919923,40.77059173583984
A539,-73.94884490966798,40.77414321899414
A540,-73.99575805664062,40.74208068847656
A541,-73.98868560791014,40.73395919799805
A542,-73.98638916015625,40.74567413330078
A543,-73.99637603759764,40.725391387939446
A544,-73.97845458984375,40.76194763183594
A545,-73.97029876708984,40.76521682739258
A546,-73.98567962646483,40.75180816650391
A547,-73.99873352050781,40.71979141235352
A548,-73.96925354003906,40.763496398925774
A549,-73.96604919433594,40.79475021362305
A550,-73.98535919189453,40.727500915527344
A551,-73.97402954101561,40.757808685302734
A552,-73.99429321289062,40.7027702331543
A553,-74.00609588623048,40.734893798828125
A554,-73.99671936035155,40.747554779052734
A555,-73.99931335449217,40.73394012451172
A556,-73.98295593261719,40.73909759521485
A557,-74.00337982177734,40.725433349609375
A558,-73.99156188964845,40.7445182800293
A559,-73.9764404296875,40.76306915283203
A560,-74.00005340576173,40.74297332763672
A561,-73.96222686767578,40.779327392578125
A562,-73.98535919189453,40.76298141479492
A563,-73.98194122314453,40.7689208984375
A564,-73.98554992675781,40.744117736816406
A565,-73.99723052978516,40.74234771728516
