street_marker,RequestTime,tripDistance,aim_marker,lon,lat
A3931,620.0,940.0,A13931,-73.98788452148438,40.749786376953125
A3932,620.0,1230.0,A13932,-73.99024200439453,40.73096084594727
A3933,621.0,1000.0,A13933,-73.97364044189453,40.78623962402344
A3934,621.0,1450.0,A13934,-73.96537017822266,40.761905670166016
A3935,621.0,1000.0,A13935,-73.97030639648438,40.74908447265625
A3936,621.0,1100.0,A13936,-73.97264099121092,40.78091812133789
A3937,621.0,590.0,A13937,-74.00079345703125,40.732059478759766
A3938,622.0,660.0,A13938,-73.99668121337889,40.74274063110352
A3939,622.0,2560.0,A13939,-73.98207092285155,40.75159454345703
A3940,622.0,1200.0,A13940,-73.97412109375,40.75635147094727
A3941,622.0,3380.0,A13941,-73.97044372558594,40.76483917236328
A3942,622.0,2300.0,A13942,-73.9813003540039,40.7806396484375
A3943,622.0,3070.0,A13943,-73.99081420898438,40.72519302368164
A3944,623.0,2400.0,A13944,-73.98875427246092,40.73682022094727
A3945,623.0,1800.0,A13945,-73.9881820678711,40.7501106262207
A3946,623.0,1400.0,A13946,-73.9901123046875,40.73793411254882
A3947,623.0,1200.0,A13947,-73.96829986572266,40.7866325378418
A3948,623.0,2880.0,A13948,-74.00289154052734,40.7336311340332
A3949,623.0,1120.0,A13949,-73.97756958007811,40.74631118774414
A3950,624.0,500.0,A13950,-73.98123168945312,40.76522064208984
A3951,624.0,3630.0,A13951,-73.98988342285155,40.73841094970703
A3952,624.0,620.0,A13952,-73.9852523803711,40.72688293457031
A3953,625.0,3540.0,A13953,-73.91641235351561,40.74327087402344
A3954,626.0,1610.0,A13954,-73.96331787109375,40.77463150024414
A3955,626.0,1110.0,A13955,-73.97666931152342,40.74736022949219
A3956,626.0,2800.0,A13956,-73.98592376708984,40.72684097290039
A3957,626.0,2000.0,A13957,-73.97106170654298,40.76441955566406
A3958,627.0,2300.0,A13958,-73.99287414550781,40.7425537109375
A3959,627.0,5600.0,A13959,-74.01660919189453,40.704856872558594
A3960,627.0,1300.0,A13960,-74.00943756103516,40.71555709838867
A3961,627.0,1200.0,A13961,-73.99114227294923,40.7349853515625
A3962,627.0,600.0,A13962,-73.98973846435547,40.74143981933594
A3963,627.0,1700.0,A13963,-73.95939636230467,40.7674560546875
A3964,627.0,1300.0,A13964,-74.0010986328125,40.741458892822266
A3965,627.0,5400.0,A13965,-73.99127197265625,40.75006866455078
A3966,627.0,1700.0,A13966,-74.00786590576173,40.7402572631836
A3967,627.0,940.0,A13967,-74.00585174560547,40.74442672729492
A3968,627.0,2370.0,A13968,-73.95574951171875,40.778785705566406
A3969,627.0,2670.0,A13969,-73.95900726318358,40.77479934692384
A3970,628.0,2350.0,A13970,-73.9996795654297,40.72522735595703
A3971,628.0,1750.0,A13971,-73.96803283691406,40.7593879699707
A3972,628.0,4130.0,A13972,-73.96640777587889,40.804851531982415
A3973,628.0,1830.0,A13973,-73.98175048828125,40.77845001220703
A3974,628.0,2700.0,A13974,-73.9605941772461,40.76650619506836
A3975,628.0,2300.0,A13975,-73.9901123046875,40.75129318237305
A3976,628.0,3520.0,A13976,-73.94864654541014,40.776641845703125
A3977,628.0,700.0,A13977,-73.98361206054686,40.758888244628906
A3978,629.0,10600.0,A13978,-73.9586410522461,40.78084564208984
A3979,629.0,800.0,A13979,-73.97551727294923,40.745079040527344
A3980,629.0,1620.0,A13980,-73.98767852783203,40.7381591796875
A3981,629.0,5250.0,A13981,-73.98509216308595,40.747589111328125
A3982,629.0,4330.0,A13982,-73.96337890625,40.77518081665039
A3983,629.0,2460.0,A13983,-73.9869842529297,40.7387924194336
A3984,630.0,400.0,A13984,-73.95365905761719,40.7791404724121
A3985,630.0,2100.0,A13985,-74.0080795288086,40.7397918701172
A3986,630.0,3210.0,A13986,-73.974365234375,40.762298583984375
A3987,630.0,5490.0,A13987,-73.95938110351561,40.78292083740234
A3988,630.0,1460.0,A13988,-73.96388244628906,40.76137924194336
A3989,630.0,2840.0,A13989,-73.95735931396483,40.765823364257805
A3990,630.0,600.0,A13990,-73.99102783203125,40.73925018310546
A3991,631.0,2190.0,A13991,-74.00287628173827,40.73965835571289
A3992,631.0,3050.0,A13992,-73.9808120727539,40.78258895874024
A3993,631.0,1800.0,A13993,-73.99113464355469,40.7603645324707
A3994,631.0,4140.0,A13994,-73.97290802001953,40.74443054199219
A3995,631.0,8580.0,A13995,-73.87127685546875,40.773941040039055
A3996,631.0,900.0,A13996,-73.98596954345702,40.71794509887695
A3997,631.0,1600.0,A13997,-74.00604248046875,40.73378372192384
A3998,632.0,1490.0,A13998,-73.97823333740233,40.75242233276367
A3999,632.0,4730.0,A13999,-74.01468658447266,40.71030044555664
A4000,632.0,700.0,A14000,-73.98417663574217,40.72863006591797
A4001,632.0,2960.0,A14001,-74.00151824951173,40.733829498291016
A4002,632.0,2000.0,A14002,-73.97178649902342,40.762020111083984
A4003,632.0,2100.0,A14003,-73.95206451416014,40.781551361083984
A4004,632.0,1100.0,A14004,-73.98113250732422,40.78165435791016
A4005,632.0,8400.0,A14005,-73.87334442138672,40.77417755126953
A4006,632.0,900.0,A14006,-73.98345184326173,40.74114227294922
A4007,632.0,1600.0,A14007,-73.98265838623048,40.74200439453125
A4008,633.0,1300.0,A14008,-73.95210266113281,40.7848014831543
A4009,633.0,1300.0,A14009,-73.99637603759764,40.72367477416992
A4010,633.0,800.0,A14010,-73.9980239868164,40.72266387939453
A4011,633.0,900.0,A14011,-73.99222564697266,40.76414108276367
A4012,633.0,1300.0,A14012,-73.9808578491211,40.753242492675774
A4013,633.0,2560.0,A14013,-73.99588012695312,40.743839263916016
A4014,633.0,1200.0,A14014,-73.94667053222656,40.77235412597656
A4015,634.0,2009.9999999999998,A14015,-73.97808837890625,40.75249862670898
A4016,634.0,870.0,A14016,-74.00021362304686,40.7377815246582
A4017,634.0,4160.0,A14017,-73.99706268310547,40.72498321533203
A4018,634.0,1200.0,A14018,-73.98965454101561,40.74145126342773
A4019,634.0,4800.0,A14019,-73.99025726318358,40.75021362304688
A4020,634.0,2430.0,A14020,-73.96602630615233,40.79564666748047
A4021,634.0,1200.0,A14021,-73.99529266357422,40.74969100952149
A4022,634.0,1600.0,A14022,-73.98661804199219,40.755569458007805
A4023,635.0,1100.0,A14023,-73.97417449951173,40.76214218139648
A4024,635.0,800.0,A14024,-73.98943328857422,40.73508071899414
A4025,635.0,3000.0,A14025,-73.98902893066406,40.72145462036133
A4026,635.0,900.0,A14026,-73.98013305664062,40.745304107666016
A4027,635.0,18620.0,A14027,-73.7898178100586,40.64345169067384
A4028,635.0,13700.0,A14028,-74.16694641113281,40.58099365234375
A4029,635.0,4130.0,A14029,-73.88019561767578,40.76365280151367
A4030,635.0,530.0,A14030,-73.99170684814453,40.73843002319336
A4031,635.0,1110.0,A14031,-73.99175262451173,40.745079040527344
A4032,636.0,4100.0,A14032,-74.00582122802734,40.74013900756836
A4033,636.0,800.0,A14033,-73.95412445068358,40.766090393066406
A4034,636.0,850.0,A14034,-74.0027847290039,40.73088836669922
A4035,636.0,690.0,A14035,-74.00055694580078,40.73736190795898
A4036,636.0,710.0,A14036,-73.961181640625,40.80173873901367
A4037,637.0,1400.0,A14037,-73.98798370361328,40.76968002319336
A4038,637.0,410.0,A14038,-73.97865295410156,40.75851821899414
A4039,637.0,3550.0,A14039,-73.95906829833984,40.77007675170898
A4040,637.0,2200.0,A14040,-73.9929428100586,40.752891540527344
A4041,637.0,500.0,A14041,-73.9900131225586,40.72940826416016
A4042,637.0,1600.0,A14042,-73.97393798828125,40.74408721923828
A4043,637.0,3800.0,A14043,-74.0042724609375,40.7075424194336
A4044,638.0,2270.0,A14044,-73.97810363769531,40.74554061889648
A4045,638.0,3600.0,A14045,-73.97816467285155,40.77821731567384
A4046,638.0,350.0,A14046,-73.95692443847656,40.7804069519043
A4047,638.0,4470.0,A14047,-73.99957275390625,40.743900299072266
A4048,638.0,1840.0,A14048,-73.99519348144531,40.736812591552734
A4049,638.0,1430.0,A14049,-73.98552703857422,40.778358459472656
A4050,638.0,740.0,A14050,-73.98433685302734,40.74858856201172
A4051,638.0,2640.0,A14051,-73.98446655273438,40.7539291381836
A4052,638.0,1640.0,A14052,-73.97225952148438,40.7822723388672
A4053,639.0,3100.0,A14053,-73.9969711303711,40.72063827514648
A4054,639.0,4200.0,A14054,-73.86288452148438,40.76879119873047
A4055,639.0,1010.0,A14055,-73.98950958251953,40.7415771484375
A4056,639.0,400.0,A14056,-73.98453521728516,40.75333023071289
A4057,640.0,1300.0,A14057,-74.00288391113281,40.72505569458008
A4058,640.0,600.0,A14058,-74.00151824951173,40.73092269897461
A4059,640.0,800.0,A14059,-73.99317932128906,40.75244522094727
A4060,640.0,3500.0,A14060,-74.00501251220702,40.72284698486328
A4061,640.0,4900.0,A14061,-73.97141265869139,40.79237365722656
A4062,640.0,500.0,A14062,-73.99142456054686,40.74990463256836
A4063,640.0,1260.0,A14063,-73.97354888916014,40.763050079345696
A4064,640.0,1100.0,A14064,-73.94281005859375,40.790260314941406
A4065,640.0,1230.0,A14065,-73.95545196533203,40.76858901977539
A4066,640.0,2200.0,A14066,-73.99952697753906,40.72344207763672
A4067,640.0,250.0,A14067,-73.9793472290039,40.76680755615234
A4068,640.0,2380.0,A14068,-74.00772857666014,40.723098754882805
A4069,640.0,1700.0,A14069,-73.98886871337889,40.73651885986328
A4070,640.0,1320.0,A14070,-73.99197387695312,40.769695281982415
A4071,641.0,2390.0,A14071,-73.99005126953125,40.75661849975586
A4072,641.0,650.0,A14072,-73.99604034423827,40.69686126708984
A4073,641.0,2510.0,A14073,-73.98159790039062,40.78010177612305
A4074,641.0,3440.0,A14074,-73.98259735107422,40.77157974243164
A4075,641.0,1500.0,A14075,-73.95767974853516,40.781959533691406
A4076,641.0,1200.0,A14076,-74.00360870361328,40.72585678100586
A4077,641.0,900.0,A14077,-73.97859191894531,40.74501037597656
A4078,641.0,3000.0,A14078,-74.0002670288086,40.7327537536621
A4079,642.0,7490.0,A14079,-73.96513366699219,40.755130767822266
A4080,642.0,3900.0,A14080,-74.01502990722656,40.7144660949707
A4081,642.0,2800.0,A14081,-73.96410369873048,40.77630233764648
A4082,642.0,1300.0,A14082,-73.98003387451173,40.7547264099121
A4083,643.0,1400.0,A14083,-74.00909423828125,40.71320724487305
A4084,643.0,830.0,A14084,-73.95423889160156,40.76417922973633
A4085,643.0,3730.0,A14085,-73.95333862304686,40.7795524597168
A4086,643.0,1000.0,A14086,-73.96903991699219,40.7541618347168
A4087,643.0,2800.0,A14087,-73.98839569091797,40.7691535949707
A4088,643.0,8160.0,A14088,-73.99581146240233,40.76940536499024
A4089,644.0,1500.0,A14089,-74.0081329345703,40.748661041259766
A4090,644.0,1900.0,A14090,-73.98777770996092,40.723628997802734
A4091,644.0,2580.0,A14091,-73.9886703491211,40.771095275878906
A4092,644.0,760.0,A14092,-74.00010681152342,40.758670806884766
A4093,644.0,700.0,A14093,-73.9600830078125,40.778995513916016
A4094,644.0,3600.0,A14094,-73.97752380371094,40.752220153808594
A4095,644.0,1100.0,A14095,-73.98719024658203,40.768657684326165
A4096,644.0,1600.0,A14096,-73.9889144897461,40.75623321533203
A4097,644.0,2100.0,A14097,-73.9957504272461,40.73870849609375
A4098,645.0,3900.0,A14098,-73.98434448242188,40.728828430175774
A4099,645.0,840.0,A14099,-73.98114776611328,40.75915145874024
A4100,645.0,400.0,A14100,-73.98356628417967,40.78070068359375
A4101,645.0,1400.0,A14101,-73.99906158447266,40.73421096801758
A4102,645.0,2600.0,A14102,-73.94821166992188,40.77652740478516
A4103,645.0,740.0,A14103,-73.98218536376953,40.77575302124024
A4104,645.0,2250.0,A14104,-74.00518035888672,40.74626159667969
A4105,645.0,1700.0,A14105,-74.00384521484375,40.72551727294922
A4106,646.0,790.0,A14106,-73.95381927490233,40.787628173828125
A4107,646.0,8600.0,A14107,-73.86286163330078,40.76877975463867
A4108,646.0,1910.0,A14108,-73.98638916015625,40.73052978515625
A4109,646.0,1500.0,A14109,-73.9765396118164,40.758010864257805
A4110,646.0,1700.0,A14110,-74.00582122802734,40.73694610595703
A4111,647.0,4200.0,A14111,-74.00937652587889,40.70334243774414
A4112,647.0,1700.0,A14112,-74.00875854492188,40.746395111083984
A4113,647.0,1800.0,A14113,-73.98284149169923,40.781776428222656
A4114,647.0,1200.0,A14114,-73.9937973022461,40.745723724365234
A4115,647.0,3140.0,A14115,-73.99490356445312,40.73404312133789
A4116,647.0,6810.0,A14116,-73.96961975097656,40.75283050537109
A4117,648.0,4059.9999999999995,A14117,-73.98971557617188,40.7390022277832
A4118,648.0,400.0,A14118,-73.96236419677734,40.76814651489258
A4119,648.0,1000.0,A14119,-73.99893951416014,40.734878540039055
A4120,648.0,3600.0,A14120,-73.97684478759764,40.77679061889648
A4121,648.0,3100.0,A14121,-73.98486328125,40.755615234375
A4122,649.0,1300.0,A14122,-73.9857177734375,40.761966705322266
A4123,649.0,1700.0,A14123,-73.96690368652342,40.763893127441406
A4124,649.0,2800.0,A14124,-74.01127624511719,40.7093162536621
A4125,649.0,900.0,A14125,-74.00206756591797,40.73463821411133
A4126,649.0,1500.0,A14126,-73.98147583007811,40.7495346069336
A4127,649.0,1100.0,A14127,-73.99888610839844,40.74561309814453
A4128,649.0,3340.0,A14128,-73.9890899658203,40.731269836425774
A4129,649.0,5300.0,A14129,-73.95423889160156,40.78703689575195
A4130,649.0,1160.0,A14130,-73.97681427001953,40.728885650634766
A4131,650.0,1780.0,A14131,-73.97897338867188,40.72389602661133
A4132,650.0,2200.0,A14132,-74.00051116943358,40.74264907836913
A4133,650.0,1400.0,A14133,-73.97637939453125,40.763328552246094
A4134,650.0,700.0,A14134,-74.00582885742188,40.736682891845696
A4135,650.0,700.0,A14135,-73.97064971923827,40.763721466064446
A4136,650.0,1210.0,A14136,-73.97825622558594,40.74557113647461
A4137,650.0,1260.0,A14137,-73.99288177490233,40.76826858520508
A4138,650.0,1000.0,A14138,-74.00634002685547,40.734256744384766
A4139,650.0,4600.0,A14139,-73.99594116210938,40.76247024536133
A4140,651.0,1100.0,A14140,-73.98642730712889,40.74752807617188
A4141,651.0,1300.0,A14141,-73.99277496337889,40.75290298461913
A4142,651.0,3780.0,A14142,-73.99502563476561,40.7254753112793
A4143,651.0,8930.0,A14143,-73.9346923828125,40.74483871459961
A4144,652.0,4500.0,A14144,-73.9765625,40.78808975219727
A4145,652.0,1800.0,A14145,-73.96826934814453,40.76143646240234
A4146,652.0,1400.0,A14146,-73.9930191040039,40.75283432006836
A4147,652.0,2900.0,A14147,-73.97516632080078,40.75765228271485
A4148,652.0,1050.0,A14148,-74.00052642822266,40.73907852172852
A4149,652.0,700.0,A14149,-73.97480010986328,40.74200439453125
A4150,652.0,1900.0,A14150,-73.95743560791014,40.78117370605469
A4151,652.0,4550.0,A14151,-73.9576416015625,40.80878829956056
A4152,652.0,2120.0,A14152,-74.00183868408203,40.74060821533203
A4153,653.0,700.0,A14153,-73.98126220703125,40.77909469604492
A4154,653.0,7010.0,A14154,-73.9581298828125,40.78199005126953
A4155,653.0,2770.0,A14155,-73.99549865722656,40.76440048217773
A4156,653.0,2520.0,A14156,-73.99179077148438,40.73130035400391
A4157,653.0,2390.0,A14157,-73.98356628417967,40.72190856933594
A4158,653.0,1690.0,A14158,-73.97673034667967,40.752265930175774
A4159,654.0,6100.0,A14159,-73.97835540771484,40.68981552124024
A4160,654.0,2200.0,A14160,-73.9914321899414,40.74992370605469
A4161,654.0,1590.0,A14161,-73.96527099609375,40.76675033569336
A4162,654.0,600.0,A14162,-74.00924682617188,40.71653366088867
A4163,654.0,1470.0,A14163,-73.95423126220702,40.77901458740234
A4164,654.0,1130.0,A14164,-73.95526885986328,40.77359008789063
A4165,654.0,3500.0,A14165,-73.97695922851561,40.752197265625
A4166,655.0,2800.0,A14166,-73.96844482421875,40.75795364379882
A4167,655.0,1050.0,A14167,-74.00170135498048,40.745826721191406
A4168,655.0,800.0,A14168,-73.99173736572266,40.749755859375
A4169,655.0,2000.0,A14169,-74.0009536743164,40.74170684814453
A4170,655.0,980.0,A14170,-73.98238372802734,40.72351837158203
A4171,655.0,600.0,A14171,-73.99019622802734,40.734573364257805
A4172,655.0,1990.0,A14172,-73.9779052734375,40.76301956176758
A4173,655.0,8260.0,A14173,-73.96137237548828,40.796348571777344
A4174,655.0,1600.0,A14174,-73.96916198730467,40.760120391845696
A4175,655.0,1400.0,A14175,-74.00574493408203,40.74520111083984
A4176,656.0,800.0,A14176,-74.0010986328125,40.75720977783203
A4177,656.0,3370.0,A14177,-74.00051879882812,40.72393035888672
A4178,656.0,4540.0,A14178,-73.98226928710938,40.774749755859375
A4179,656.0,2100.0,A14179,-73.98304748535155,40.7646713256836
A4180,656.0,1000.0,A14180,-73.99247741699219,40.7683982849121
A4181,656.0,4400.0,A14181,-73.9822769165039,40.768115997314446
A4182,656.0,7800.0,A14182,-73.8629150390625,40.769145965576165
A4183,657.0,2300.0,A14183,-73.95124816894531,40.77182769775391
A4184,657.0,1500.0,A14184,-73.96876525878906,40.79104232788086
A4185,657.0,980.0,A14185,-74.00537109375,40.73697662353516
A4186,657.0,5000.0,A14186,-73.99128723144531,40.73896026611328
A4187,657.0,1890.0,A14187,-73.98184967041014,40.7653694152832
A4188,657.0,4370.0,A14188,-73.96807861328125,40.801231384277344
A4189,657.0,1940.0,A14189,-74.00627899169923,40.73363876342773
A4190,657.0,3560.0,A14190,-73.96927642822266,40.756790161132805
A4191,657.0,17740.0,A14191,-73.78782653808595,40.64187240600586
A4192,657.0,1470.0,A14192,-73.97103118896483,40.79561614990234
A4193,657.0,3480.0,A14193,-73.99201202392578,40.7411003112793
A4194,658.0,1280.0,A14194,-73.97059631347656,40.764408111572266
A4195,658.0,19000.0,A14195,-73.78964233398438,40.64345169067384
A4196,658.0,3300.0,A14196,-73.95719146728516,40.765789031982415
A4197,658.0,430.0,A14197,-73.96128845214845,40.80147171020508
A4198,658.0,4500.0,A14198,-73.96835327148438,40.76219177246094
A4199,658.0,470.0,A14199,-73.97537231445312,40.758544921875
A4200,658.0,1750.0,A14200,-73.98104858398438,40.74457931518555
A4201,658.0,1990.0,A14201,-73.9856185913086,40.731590270996094
A4202,658.0,16610.0,A14202,-73.9881362915039,40.74205017089844
A4203,658.0,3820.0,A14203,-73.98995971679686,40.75735855102539
A4204,659.0,1100.0,A14204,-73.98880767822266,40.75859069824219
A4205,659.0,2110.0,A14205,-73.97705078125,40.76336288452149
A4206,659.0,2200.0,A14206,-74.00295257568358,40.72822189331056
A4207,659.0,2009.9999999999998,A14207,-73.95702362060547,40.77463912963867
A4208,659.0,2890.0,A14208,-73.98497772216798,40.741992950439446
A4209,660.0,600.0,A14209,-74.00048065185547,40.727352142333984
A4210,660.0,3900.0,A14210,-74.00480651855469,40.72301864624024
A4211,660.0,12000.0,A14211,-73.87452697753906,40.77409362792969
A4212,660.0,1610.0,A14212,-73.97712707519531,40.74308013916016
A4213,660.0,1410.0,A14213,-73.98281860351561,40.766902923583984
A4214,660.0,17860.0,A14214,-73.78184509277344,40.644676208496094
A4215,660.0,2820.0,A14215,-73.96978759765625,40.76620101928711
A4216,661.0,1940.0,A14216,-73.97514343261719,40.75103759765625
A4217,661.0,2900.0,A14217,-74.01125335693358,40.70834732055664
A4218,661.0,8400.0,A14218,-73.98954010009764,40.756309509277344
A4219,661.0,800.0,A14219,-74.00031280517578,40.758125305175774
A4220,661.0,1430.0,A14220,-73.96452331542967,40.80721664428711
A4221,661.0,1640.0,A14221,-73.96205139160156,40.77360916137695
A4222,661.0,690.0,A14222,-73.97357940673827,40.75672149658203
A4223,661.0,5310.0,A14223,-74.00761413574217,40.70517349243164
A4224,661.0,840.0,A14224,-73.99313354492188,40.74889373779297
A4225,661.0,3500.0,A14225,-73.99700927734375,40.72382736206056
A4226,662.0,990.0,A14226,-73.97099304199217,40.76159286499024
A4227,662.0,1900.0,A14227,-73.96730041503906,40.79328918457031
A4228,662.0,2200.0,A14228,-73.94828033447266,40.78276824951172
A4229,662.0,1030.0,A14229,-73.96640777587889,40.789649963378906
A4230,662.0,260.0,A14230,-73.96247100830078,40.76716232299805
A4231,662.0,990.0,A14231,-73.96975708007811,40.76502990722656
A4232,662.0,4330.0,A14232,-74.00211334228516,40.71963882446289
A4233,663.0,1150.0,A14233,-73.99555206298828,40.74919128417969
A4234,663.0,500.0,A14234,-73.99466705322266,40.718711853027344
A4235,663.0,900.0,A14235,-74.00472259521484,40.728565216064446
A4236,663.0,2300.0,A14236,-73.99034881591797,40.731563568115234
A4237,663.0,300.0,A14237,-73.9576873779297,40.77450180053711
A4238,663.0,1800.0,A14238,-73.98197937011719,40.769527435302734
A4239,664.0,900.0,A14239,-73.99882507324217,40.740020751953125
A4240,664.0,1890.0,A14240,-73.9710235595703,40.75511932373047
A4241,664.0,2860.0,A14241,-73.97804260253906,40.75318908691406
A4242,664.0,1800.0,A14242,-73.93937683105469,40.79460144042969
A4243,664.0,1500.0,A14243,-73.97714996337889,40.78756332397461
A4244,664.0,1300.0,A14244,-73.99333190917967,40.749847412109375
A4245,664.0,1530.0,A14245,-73.9828872680664,40.7508201599121
A4246,664.0,540.0,A14246,-73.9881362915039,40.77975845336913
A4247,665.0,4500.0,A14247,-73.97219848632812,40.755592346191406
A4248,665.0,300.0,A14248,-73.96107482910156,40.76876831054688
A4249,665.0,1600.0,A14249,-73.96291351318358,40.71018600463867
A4250,665.0,3100.0,A14250,-73.99406433105469,40.75130081176758
A4251,665.0,1840.0,A14251,-74.009033203125,40.73951721191406
A4252,665.0,800.0,A14252,-73.99766540527344,40.75613021850586
A4253,665.0,1330.0,A14253,-74.01541137695312,40.71456146240234
A4254,665.0,650.0,A14254,-73.98123931884764,40.77919006347656
A4255,665.0,3320.0,A14255,-73.97345733642578,40.7566795349121
A4256,665.0,1210.0,A14256,-73.98422241210938,40.75801849365234
A4257,666.0,1060.0,A14257,-73.99047088623048,40.728862762451165
A4258,666.0,2300.0,A14258,-73.97193145751953,40.79420471191406
A4259,666.0,1070.0,A14259,-74.00164031982422,40.727893829345696
A4260,666.0,1000.0,A14260,-74.00409698486328,40.7519416809082
A4261,666.0,1100.0,A14261,-73.96053314208984,40.77235412597656
A4262,666.0,600.0,A14262,-73.96179962158203,40.75967025756836
A4263,666.0,480.0,A14263,-73.99282836914062,40.74264907836913
A4264,667.0,500.0,A14264,-73.9561004638672,40.7784309387207
A4265,667.0,1170.0,A14265,-73.98056030273438,40.76431655883789
A4266,667.0,800.0,A14266,-73.99727630615233,40.71427917480469
A4267,667.0,5200.0,A14267,-73.87298583984375,40.77435302734375
A4268,668.0,1400.0,A14268,-73.96849060058595,40.78682708740234
A4269,668.0,20500.0,A14269,-73.78402709960938,40.64635467529297
A4270,668.0,800.0,A14270,-73.97712707519531,40.75201797485352
A4271,668.0,740.0,A14271,-73.98943328857422,40.759590148925774
A4272,668.0,2700.0,A14272,-73.96620178222656,40.757850646972656
A4273,668.0,710.0,A14273,-73.95088958740233,40.78604888916016
A4274,668.0,3310.0,A14274,-73.98989868164062,40.73451232910156
A4275,668.0,820.0,A14275,-73.98869323730467,40.75886154174805
A4276,668.0,2700.0,A14276,-73.98436737060547,40.76457214355469
A4277,668.0,470.0,A14277,-73.97418212890625,40.78377914428711
A4278,668.0,1100.0,A14278,-73.98678588867188,40.7295036315918
A4279,669.0,3910.0,A14279,-73.95372772216798,40.77096176147461
A4280,669.0,700.0,A14280,-73.96995544433594,40.76495361328125
A4281,669.0,1610.0,A14281,-73.98802947998048,40.75524139404297
A4282,669.0,7550.0,A14282,-73.95207214355469,40.76911163330078
A4283,670.0,1000.0,A14283,-73.97550201416014,40.78797912597656
A4284,670.0,800.0,A14284,-73.94444274902342,40.79461669921875
A4285,670.0,660.0,A14285,-73.9848403930664,40.74814224243164
A4286,670.0,18200.0,A14286,-73.99351501464844,40.74253082275391
A4287,670.0,1740.0,A14287,-73.98603820800781,40.762554168701165
A4288,670.0,1000.0,A14288,-73.98481750488281,40.72428131103516
A4289,670.0,3040.0,A14289,-73.95781707763672,40.67068862915039
A4290,670.0,19980.0,A14290,-73.79039764404298,40.64688873291016
A4291,670.0,1140.0,A14291,-73.9851837158203,40.723854064941406
A4292,670.0,500.0,A14292,-73.98020172119139,40.78375625610352
A4293,670.0,700.0,A14293,-73.98201751708984,40.7516975402832
A4294,670.0,2100.0,A14294,-73.98154449462889,40.7469596862793
A4295,670.0,1400.0,A14295,-73.95648956298828,40.771778106689446
A4296,670.0,1100.0,A14296,-73.98121643066406,40.75066757202149
A4297,670.0,2400.0,A14297,-73.9874267578125,40.73296737670898
A4298,670.0,8900.0,A14298,-73.87458801269531,40.774169921875
A4299,671.0,1530.0,A14299,-73.99020385742188,40.731483459472656
A4300,671.0,1000.0,A14300,-74.0043716430664,40.70700454711913
A4301,671.0,1200.0,A14301,-74.00200653076173,40.74029159545898
A4302,671.0,3020.0,A14302,-73.9893798828125,40.7728385925293
A4303,671.0,800.0,A14303,-73.9847412109375,40.7304573059082
A4304,671.0,270.0,A14304,-73.9661636352539,40.76192855834961
A4305,671.0,1430.0,A14305,-74.00479125976561,40.72357177734375
A4306,672.0,2300.0,A14306,-73.97895812988281,40.740589141845696
A4307,672.0,1200.0,A14307,-73.99989318847656,40.72671890258789
A4308,672.0,5600.0,A14308,-73.9788360595703,40.757362365722656
A4309,672.0,1900.0,A14309,-73.99266052246092,40.74296569824219
A4310,672.0,6520.0,A14310,-74.00315856933594,40.70824813842773
A4311,672.0,1080.0,A14311,-73.9935531616211,40.72707748413086
A4312,672.0,1520.0,A14312,-73.99474334716798,40.74020385742188
A4313,672.0,1300.0,A14313,-73.98863220214844,40.74518203735352
A4314,673.0,2600.0,A14314,-73.9631576538086,40.774280548095696
A4315,673.0,2100.0,A14315,-73.99044799804686,40.7462158203125
A4316,673.0,1550.0,A14316,-73.96311950683594,40.7710189819336
A4317,673.0,1800.0,A14317,-73.965087890625,40.80666732788086
A4318,673.0,900.0,A14318,-73.98512268066406,40.732227325439446
A4319,673.0,18160.0,A14319,-73.78044128417967,40.64606094360352
A4320,673.0,1920.0,A14320,-73.96788024902342,40.76287841796875
A4321,673.0,4570.0,A14321,-73.97922515869139,40.76667404174805
A4322,673.0,1550.0,A14322,-73.96150970458984,40.764209747314446
A4323,673.0,1490.0,A14323,-73.96002960205078,40.77336883544922
A4324,674.0,660.0,A14324,-73.95320129394531,40.81768035888672
A4325,674.0,1700.0,A14325,-73.99124145507811,40.76542282104492
A4326,674.0,1000.0,A14326,-73.97323608398438,40.76092529296875
A4327,674.0,900.0,A14327,-73.94615936279298,40.77306365966797
A4328,674.0,500.0,A14328,-73.95321655273438,40.825496673583984
A4329,674.0,1160.0,A14329,-73.96466064453125,40.76967239379882
A4330,674.0,3700.0,A14330,-73.9681625366211,40.75866317749024
A4331,675.0,4430.0,A14331,-73.95875549316406,40.763198852539055
A4332,675.0,2180.0,A14332,-73.9742431640625,40.7886199951172
A4333,675.0,1910.0,A14333,-73.95854187011719,40.81074142456056
A4334,675.0,13420.0,A14334,-74.01010131835938,40.72090530395508
A4335,675.0,1350.0,A14335,-73.94999694824217,40.780288696289055
A4336,675.0,1790.0,A14336,-73.95265197753906,40.780948638916016
A4337,676.0,710.0,A14337,-73.98493957519531,40.73223876953125
A4338,676.0,2100.0,A14338,-73.93997955322266,40.751026153564446
A4339,676.0,800.0,A14339,-74.0017852783203,40.71934509277344
A4340,676.0,800.0,A14340,-73.98091125488281,40.73318099975586
A4341,676.0,3100.0,A14341,-73.97869873046875,40.76647567749024
A4342,676.0,1000.0,A14342,-73.98900604248048,40.741748809814446
A4343,676.0,2660.0,A14343,-73.921142578125,40.75640106201172
