street_marker,RequestTime,tripDistance,aim_marker,lon,lat
A2516,401.0,1440.0,A12516,-73.98619842529298,40.75525665283203
A2517,401.0,2690.0,A12517,-74.00521850585938,40.72868728637695
A2518,401.0,400.0,A12518,-74.005126953125,40.72072982788086
A2519,401.0,900.0,A12519,-73.9754180908203,40.751068115234375
A2520,401.0,2940.0,A12520,-73.97757720947266,40.757671356201165
A2521,401.0,1860.0,A12521,-73.97589874267578,40.75791931152344
A2522,401.0,580.0,A12522,-73.98482513427734,40.72434997558594
A2523,402.0,500.0,A12523,-73.98434448242188,40.748313903808594
A2524,402.0,1200.0,A12524,-73.97087860107422,40.757938385009766
A2525,402.0,900.0,A12525,-73.97046661376953,40.76252365112305
A2526,402.0,1430.0,A12526,-73.99913787841797,40.73447036743164
A2527,402.0,620.0,A12527,-73.987060546875,40.72526931762695
A2528,402.0,2990.0,A12528,-73.97940826416014,40.78615188598633
A2529,402.0,9150.0,A12529,-73.86368560791014,40.76947021484375
A2530,403.0,3100.0,A12530,-74.0018310546875,40.72452926635742
A2531,403.0,2100.0,A12531,-73.98050689697266,40.77996826171875
A2532,403.0,2360.0,A12532,-73.98204803466798,40.773399353027344
A2533,403.0,1400.0,A12533,-73.98468017578125,40.76840591430664
A2534,403.0,1900.0,A12534,-73.95676422119139,40.7663688659668
A2535,403.0,2700.0,A12535,-73.96002960205078,40.77334976196289
A2536,403.0,9900.0,A12536,-73.9462661743164,40.77708435058594
A2537,403.0,700.0,A12537,-73.97838592529298,40.7412567138672
A2538,403.0,900.0,A12538,-73.9468994140625,40.78434753417969
A2539,404.0,1200.0,A12539,-73.97827911376953,40.752227783203125
A2540,404.0,1390.0,A12540,-73.98336029052734,40.76713180541992
A2541,405.0,1560.0,A12541,-73.98220825195312,40.75165557861328
A2542,405.0,1280.0,A12542,-73.96131134033203,40.75611877441406
A2543,405.0,2900.0,A12543,-73.95606994628906,40.76412582397461
A2544,405.0,820.0,A12544,-73.95714569091797,40.77007293701172
A2545,405.0,20360.0,A12545,-73.78848266601561,40.65449142456056
A2546,405.0,5140.0,A12546,-73.96710205078125,40.7691535949707
A2547,405.0,1200.0,A12547,-74.00069427490233,40.723831176757805
A2548,406.0,19340.0,A12548,-73.78829193115233,40.64175415039063
A2549,406.0,2700.0,A12549,-73.99129486083984,40.744728088378906
A2550,406.0,600.0,A12550,-73.9776611328125,40.78391647338867
A2551,406.0,1560.0,A12551,-73.97853088378906,40.74567413330078
A2552,406.0,1300.0,A12552,-73.97061920166014,40.758182525634766
A2553,406.0,2340.0,A12553,-73.95124053955078,40.77027130126953
A2554,406.0,760.0,A12554,-73.98866271972656,40.75894927978516
A2555,406.0,2130.0,A12555,-73.97061920166014,40.76070022583008
A2556,406.0,1360.0,A12556,-73.97789764404298,40.75224304199219
A2557,407.0,400.0,A12557,-73.972412109375,40.78620147705078
A2558,407.0,6200.0,A12558,-74.00776672363281,40.70520782470703
A2559,407.0,1450.0,A12559,-73.9632110595703,40.77766036987305
A2560,407.0,2300.0,A12560,-73.96986389160156,40.79753112792969
A2561,407.0,2000.0,A12561,-73.96974945068358,40.75380325317384
A2562,407.0,900.0,A12562,-73.99069213867188,40.73803329467773
A2563,407.0,1250.0,A12563,-73.9908676147461,40.73714065551758
A2564,408.0,1400.0,A12564,-73.9951171875,40.75977325439453
A2565,408.0,1200.0,A12565,-73.9998779296875,40.733131408691406
A2566,408.0,1960.0,A12566,-73.9613037109375,40.756301879882805
A2567,408.0,1000.0,A12567,-73.98838806152342,40.74860763549805
A2568,408.0,980.0,A12568,-73.96821594238281,40.76222610473633
A2569,408.0,900.0,A12569,-73.97603607177734,40.7445182800293
A2570,408.0,0.0,A12570,-73.98744201660156,40.759090423583984
A2571,409.0,1600.0,A12571,-73.98146820068358,40.7326774597168
A2572,409.0,1400.0,A12572,-73.99111938476561,40.73287582397461
A2573,409.0,2180.0,A12573,-74.005126953125,40.72898864746094
A2574,409.0,1100.0,A12574,-73.96775817871092,40.76269912719727
A2575,409.0,1100.0,A12575,-73.98732757568358,40.76537704467773
A2576,409.0,3200.0,A12576,-73.97943115234375,40.75193786621094
A2577,409.0,2400.0,A12577,-73.97274017333984,40.74917984008789
A2578,409.0,1900.0,A12578,-73.99504852294923,40.73965835571289
A2579,409.0,1200.0,A12579,-73.94464874267578,40.787254333496094
A2580,409.0,670.0,A12580,-73.98896026611328,40.72163009643555
A2581,409.0,2340.0,A12581,-73.97421264648438,40.75636672973633
A2582,409.0,1950.0,A12582,-73.96573638916014,40.75428009033203
A2583,410.0,500.0,A12583,-73.96779632568358,40.7626953125
A2584,410.0,1400.0,A12584,-74.00814819335938,40.74872589111328
A2585,410.0,2000.0,A12585,-73.97760009765625,40.75799560546875
A2586,410.0,2000.0,A12586,-73.99468231201173,40.74020767211913
A2587,410.0,2770.0,A12587,-73.98847961425781,40.72301864624024
A2588,410.0,2660.0,A12588,-73.97087097167967,40.751590728759766
A2589,410.0,4770.0,A12589,-73.99744415283203,40.68373107910156
A2590,411.0,1100.0,A12590,-74.0075912475586,40.74069213867188
A2591,411.0,2000.0,A12591,-73.9928207397461,40.722900390625
A2592,411.0,1300.0,A12592,-73.97599792480467,40.752254486083984
A2593,411.0,2200.0,A12593,-73.95481109619139,40.763633728027344
A2594,411.0,1300.0,A12594,-74.0022735595703,40.72955322265625
A2595,411.0,490.0,A12595,-73.97342681884764,40.79228973388672
A2596,411.0,800.0,A12596,-73.98175811767578,40.7431755065918
A2597,411.0,1260.0,A12597,-73.9929428100586,40.74163818359375
A2598,411.0,1480.0,A12598,-73.98281860351561,40.766380310058594
A2599,411.0,4470.0,A12599,-73.99817657470702,40.717151641845696
A2600,411.0,1650.0,A12600,-73.98217010498048,40.77508163452149
A2601,412.0,1400.0,A12601,-73.99280548095702,40.72433853149414
A2602,412.0,1790.0,A12602,-73.99178314208984,40.749378204345696
A2603,412.0,1900.0,A12603,-73.99909973144531,40.72639465332031
A2604,412.0,3000.0,A12604,-73.98882293701173,40.77400970458984
A2605,412.0,2300.0,A12605,-73.98980712890625,40.7331428527832
A2606,412.0,1870.0,A12606,-73.96759796142578,40.803001403808594
A2607,413.0,530.0,A12607,-73.9664535522461,40.801719665527344
A2608,413.0,1680.0,A12608,-73.98197937011719,40.75162124633789
A2609,413.0,3710.0,A12609,-73.96866607666014,40.76441192626953
A2610,413.0,990.0,A12610,-73.98983001708984,40.73331069946289
A2611,414.0,900.0,A12611,-73.9962387084961,40.7532958984375
A2612,414.0,800.0,A12612,-73.98663330078125,40.72569274902344
A2613,414.0,15720.0,A12613,-73.77688598632812,40.64508438110352
A2614,414.0,1500.0,A12614,-73.98088836669923,40.7446517944336
A2615,414.0,3210.0,A12615,-73.98191833496092,40.78302383422852
A2616,414.0,3600.0,A12616,-73.9684066772461,40.7564582824707
A2617,414.0,1300.0,A12617,-73.99349212646483,40.74568939208984
A2618,414.0,6970.0,A12618,-73.99369812011719,40.746395111083984
A2619,414.0,2280.0,A12619,-73.99449920654298,40.7451171875
A2620,414.0,750.0,A12620,-73.99949645996092,40.720306396484375
A2621,415.0,2250.0,A12621,-73.99462127685547,40.76100158691406
A2622,415.0,3210.0,A12622,-73.98993682861328,40.73870086669922
A2623,415.0,3400.0,A12623,-73.9589614868164,40.771766662597656
A2624,416.0,1400.0,A12624,-73.98295593261719,40.7498435974121
A2625,416.0,800.0,A12625,-73.95949554443358,40.774200439453125
A2626,416.0,1100.0,A12626,-73.99578094482422,40.72628784179688
A2627,416.0,8890.0,A12627,-73.87496185302734,40.774051666259766
A2628,416.0,4750.0,A12628,-73.9810791015625,40.76782989501953
A2629,417.0,1870.0,A12629,-74.00165557861328,40.740966796875
A2630,417.0,16800.0,A12630,-73.78630065917967,40.64525985717773
A2631,417.0,3800.0,A12631,-74.01216125488281,40.70646667480469
A2632,418.0,1300.0,A12632,-73.98348236083984,40.7656707763672
A2633,418.0,700.0,A12633,-73.9999771118164,40.72662734985352
A2634,418.0,1300.0,A12634,-73.9738540649414,40.764251708984375
A2635,418.0,2800.0,A12635,-73.96343231201173,40.77436447143555
A2636,419.0,1630.0,A12636,-74.0057601928711,40.7177734375
A2637,419.0,400.0,A12637,-73.96825408935547,40.76450347900391
A2638,419.0,500.0,A12638,-74.01591491699217,40.71501159667969
A2639,419.0,400.0,A12639,-73.96519470214845,40.77492141723633
A2640,419.0,930.0,A12640,-73.95301055908203,40.780120849609375
A2641,420.0,2000.0,A12641,-74.0064926147461,40.73381805419922
A2642,420.0,950.0,A12642,-73.98473358154298,40.736846923828125
A2643,420.0,2200.0,A12643,-73.97911834716798,40.75432205200195
A2644,420.0,1900.0,A12644,-73.98375701904298,40.74387741088867
A2645,420.0,1600.0,A12645,-74.0022201538086,40.74031829833984
A2646,420.0,800.0,A12646,-73.97179412841797,40.79439926147461
A2647,420.0,2700.0,A12647,-73.9646224975586,40.760566711425774
A2648,420.0,1740.0,A12648,-73.98976135253906,40.76227951049805
A2649,420.0,950.0,A12649,-73.96601104736328,40.76179885864258
A2650,421.0,1300.0,A12650,-73.98300933837889,40.7817840576172
A2651,421.0,1830.0,A12651,-73.95763397216798,40.78239822387695
A2652,421.0,0.0,A12652,-73.96479797363281,40.760120391845696
A2653,421.0,13090.0,A12653,-73.78829956054686,40.64173126220703
A2654,421.0,2600.0,A12654,-73.95753479003906,40.782859802246094
A2655,421.0,1250.0,A12655,-74.00228118896483,40.72475051879882
A2656,421.0,2300.0,A12656,-74.00010681152342,40.71110916137695
A2657,421.0,620.0,A12657,-73.95391845703125,40.77040481567384
A2658,422.0,1840.0,A12658,-74.00070953369139,40.72890853881836
A2659,422.0,3990.0,A12659,-73.97123718261719,40.782730102539055
A2660,422.0,2700.0,A12660,-74.00850677490233,40.71422576904297
A2661,422.0,3300.0,A12661,-73.98766326904298,40.763126373291016
A2662,422.0,2900.0,A12662,-73.97779846191406,40.75225830078125
A2663,422.0,500.0,A12663,-73.95301818847656,40.77189636230469
A2664,422.0,600.0,A12664,-73.99305725097656,40.75175476074219
A2665,423.0,3380.0,A12665,-73.97494506835938,40.741920471191406
A2666,423.0,700.0,A12666,-73.96710205078125,40.793418884277344
A2667,423.0,800.0,A12667,-73.99000549316406,40.73516845703125
A2668,423.0,2009.9999999999998,A12668,-73.96234130859375,40.775821685791016
A2669,423.0,1100.0,A12669,-73.97798156738281,40.78819274902344
A2670,424.0,1000.0,A12670,-73.99652862548828,40.7233772277832
A2671,424.0,2080.0,A12671,-73.96990203857422,40.76121139526367
A2672,424.0,2240.0,A12672,-74.00296783447266,40.733489990234375
A2673,424.0,1100.0,A12673,-74.00687408447266,40.72936630249024
A2674,424.0,1700.0,A12674,-73.96990966796875,40.75962066650391
A2675,424.0,3200.0,A12675,-73.9836196899414,40.764793395996094
A2676,424.0,1000.0,A12676,-73.99151611328125,40.7501106262207
A2677,425.0,1300.0,A12677,-73.95652770996092,40.77091598510742
A2678,425.0,1120.0,A12678,-74.00163269042967,40.73934173583984
A2679,425.0,2500.0,A12679,-73.98235321044923,40.768367767333984
A2680,426.0,1640.0,A12680,-73.97888946533203,40.76424026489258
A2681,426.0,720.0,A12681,-73.98212432861328,40.75072860717773
A2682,426.0,2100.0,A12682,-73.99132537841797,40.74988555908203
A2683,426.0,670.0,A12683,-73.96829986572266,40.75106430053711
A2684,426.0,800.0,A12684,-73.98223114013672,40.761993408203125
A2685,426.0,3400.0,A12685,-74.01355743408203,40.71384811401367
A2686,426.0,2280.0,A12686,-74.00679016113281,40.74404144287109
A2687,426.0,2570.0,A12687,-73.97914123535155,40.74407577514648
A2688,426.0,20500.0,A12688,-73.80644989013672,40.65268325805664
A2689,427.0,500.0,A12689,-73.9759063720703,40.7447624206543
A2690,427.0,800.0,A12690,-73.99848175048828,40.7449951171875
A2691,427.0,1200.0,A12691,-73.97277069091797,40.74846267700195
A2692,427.0,1030.0,A12692,-73.96739196777344,40.771820068359375
A2693,427.0,1910.0,A12693,-73.99674987792967,40.7445182800293
A2694,427.0,620.0,A12694,-73.98524475097656,40.756439208984375
A2695,428.0,800.0,A12695,-74.01316833496092,40.71335983276367
A2696,428.0,900.0,A12696,-74.00204467773438,40.75081634521485
A2697,428.0,4980.0,A12697,-73.99895477294923,40.675159454345696
A2698,428.0,3210.0,A12698,-73.99491119384764,40.74497985839844
A2699,428.0,3130.0,A12699,-74.01083374023438,40.71115112304688
A2700,428.0,500.0,A12700,-74.00970458984375,40.71261596679688
A2701,428.0,1500.0,A12701,-74.00334930419923,40.748779296875
A2702,429.0,650.0,A12702,-73.99463653564453,40.727981567382805
A2703,429.0,400.0,A12703,-73.98155212402342,40.78074645996094
A2704,429.0,1520.0,A12704,-73.9813461303711,40.78063201904297
A2705,429.0,1000.0,A12705,-73.981201171875,40.7330322265625
A2706,429.0,2740.0,A12706,-73.98139190673827,40.76786804199219
A2707,430.0,10040.0,A12707,-73.87178802490233,40.77416229248047
A2708,430.0,2600.0,A12708,-73.98033142089844,40.75094604492188
A2709,430.0,1340.0,A12709,-73.96369171142578,40.75699234008789
A2710,430.0,4540.0,A12710,-74.01422882080078,40.71181106567384
A2711,430.0,1150.0,A12711,-74.00074768066406,40.74633407592773
A2712,430.0,2790.0,A12712,-73.95453643798828,40.80559158325195
A2713,430.0,2020.0,A12713,-73.97895812988281,40.7490692138672
A2714,430.0,300.0,A12714,-73.99404907226561,40.75105667114258
A2715,431.0,1920.0,A12715,-73.97428131103516,40.76499176025391
A2716,431.0,1080.0,A12716,-73.94931793212889,40.80276107788086
A2717,431.0,1270.0,A12717,-73.9770278930664,40.752235412597656
A2718,431.0,2530.0,A12718,-74.00830841064453,40.71065139770508
A2719,432.0,1300.0,A12719,-73.98624420166014,40.759742736816406
A2720,432.0,1900.0,A12720,-73.97381591796875,40.76377868652344
A2721,432.0,900.0,A12721,-74.0042724609375,40.72328186035156
A2722,432.0,8500.0,A12722,-73.9886016845703,40.7689208984375
A2723,432.0,1990.0,A12723,-73.97686004638672,40.75836181640625
A2724,432.0,1300.0,A12724,-73.962158203125,40.7947998046875
A2725,432.0,18160.0,A12725,-73.98771667480467,40.7653694152832
A2726,432.0,2760.0,A12726,-73.99295806884764,40.768211364746094
A2727,433.0,0.0,A12727,-73.99357604980467,40.724727630615234
A2728,433.0,500.0,A12728,-73.95410919189453,40.77032470703125
A2729,433.0,1300.0,A12729,-73.98221588134764,40.731800079345696
A2730,433.0,1300.0,A12730,-73.98888397216798,40.75130081176758
A2731,433.0,1900.0,A12731,-73.97616577148438,40.776077270507805
A2732,433.0,1960.0,A12732,-73.97296142578125,40.79333114624024
A2733,433.0,1280.0,A12733,-73.99121856689453,40.750221252441406
A2734,434.0,430.0,A12734,-73.95753479003906,40.77682876586913
A2735,434.0,2990.0,A12735,-73.97617340087889,40.77607345581056
A2736,434.0,2970.0,A12736,-73.98263549804686,40.747894287109375
A2737,434.0,800.0,A12737,-73.94312286376953,40.84022521972656
A2738,434.0,2200.0,A12738,-73.99337768554686,40.733413696289055
A2739,434.0,1900.0,A12739,-73.97824096679686,40.75214767456056
A2740,434.0,400.0,A12740,-73.93663024902342,40.76412963867188
A2741,434.0,700.0,A12741,-73.99445343017578,40.7315559387207
A2742,435.0,1240.0,A12742,-73.97705841064453,40.75157165527344
A2743,435.0,200.0,A12743,-73.97952270507811,40.75490951538086
A2744,435.0,1670.0,A12744,-74.00269317626953,40.728660583496094
A2745,435.0,1900.0,A12745,-73.95817565917967,40.78464126586913
A2746,435.0,1240.0,A12746,-74.00926971435547,40.71553421020508
A2747,435.0,3230.0,A12747,-73.97882080078125,40.76171112060546
A2748,435.0,3660.0,A12748,-73.95209503173827,40.78441619873047
A2749,436.0,1540.0,A12749,-73.9393081665039,40.80929946899414
A2750,436.0,900.0,A12750,-73.95952606201173,40.77102279663086
A2751,436.0,700.0,A12751,-73.96099853515625,40.76667022705078
A2752,436.0,1780.0,A12752,-73.9874496459961,40.73303985595703
A2753,436.0,6430.0,A12753,-73.9803237915039,40.7426872253418
A2754,436.0,1030.0,A12754,-73.96407318115233,40.770599365234375
A2755,436.0,540.0,A12755,-73.99253845214845,40.743011474609375
A2756,436.0,910.0,A12756,-73.998779296875,40.722930908203125
A2757,436.0,1300.0,A12757,-73.9806137084961,40.770503997802734
A2758,436.0,2500.0,A12758,-73.9985122680664,40.7297248840332
A2759,437.0,3000.0,A12759,-74.01094818115233,40.710891723632805
A2760,437.0,5700.0,A12760,-73.98197937011719,40.77859115600586
A2761,437.0,9000.0,A12761,-73.99154663085938,40.73528289794922
A2762,437.0,930.0,A12762,-73.97872924804686,40.74691009521485
A2763,437.0,1200.0,A12763,-73.96584320068358,40.761627197265625
A2764,437.0,1400.0,A12764,-73.98956298828125,40.73419189453125
A2765,437.0,1240.0,A12765,-73.97860717773438,40.73672103881836
A2766,438.0,1400.0,A12766,-73.9641876220703,40.7763557434082
A2767,438.0,600.0,A12767,-73.99444580078125,40.73886489868164
A2768,438.0,3100.0,A12768,-73.99079132080078,40.7508544921875
A2769,438.0,2590.0,A12769,-73.99552917480467,40.744266510009766
A2770,438.0,1100.0,A12770,-73.94840240478516,40.781986236572266
A2771,439.0,5550.0,A12771,-73.95195770263672,40.76932144165039
A2772,439.0,1400.0,A12772,-73.99370574951173,40.72031021118164
A2773,439.0,800.0,A12773,-73.9757308959961,40.75777816772461
A2774,439.0,300.0,A12774,-73.97467803955078,40.75170516967773
A2775,439.0,2370.0,A12775,-73.98422241210938,40.74409866333008
A2776,439.0,3290.0,A12776,-74.00533294677734,40.72790145874024
A2777,440.0,1200.0,A12777,-73.98914337158203,40.752639770507805
A2778,440.0,4700.0,A12778,-74.00536346435547,40.74074172973633
A2779,440.0,1750.0,A12779,-73.95269775390625,40.77254104614258
A2780,440.0,1900.0,A12780,-73.98197937011719,40.769004821777344
A2781,440.0,750.0,A12781,-73.9798583984375,40.75471878051758
A2782,440.0,200.0,A12782,-73.9922332763672,40.75408172607422
A2783,440.0,2100.0,A12783,-73.98203277587889,40.7786979675293
A2784,441.0,3400.0,A12784,-74.00218963623048,40.755653381347656
A2785,441.0,400.0,A12785,-73.98834228515625,40.741188049316406
A2786,441.0,700.0,A12786,-73.9832305908203,40.74429702758789
A2787,441.0,2000.0,A12787,-73.95879364013672,40.71254348754882
A2788,441.0,7800.0,A12788,-73.9870834350586,40.678985595703125
A2789,441.0,300.0,A12789,-73.96006011962889,40.77886962890625
A2790,441.0,2400.0,A12790,-73.9754638671875,40.75775909423828
A2791,441.0,6150.0,A12791,-74.00723266601561,40.71184158325195
A2792,441.0,440.0,A12792,-73.95458221435547,40.77376556396485
A2793,441.0,2700.0,A12793,-73.99709320068358,40.722129821777344
A2794,441.0,2800.0,A12794,-73.9949722290039,40.75513458251953
A2795,441.0,8500.0,A12795,-73.98131561279298,40.74381256103516
A2796,441.0,11910.0,A12796,-73.98931121826173,40.74768829345703
A2797,442.0,760.0,A12797,-73.98809051513672,40.75101089477539
A2798,442.0,19200.0,A12798,-73.78831481933594,40.64132690429688
A2799,442.0,1600.0,A12799,-73.97467041015625,40.778125762939446
A2800,442.0,550.0,A12800,-73.99234008789062,40.76913070678711
A2801,442.0,700.0,A12801,-74.01598358154298,40.71505737304688
A2802,442.0,2550.0,A12802,-73.96560668945312,40.75865936279297
A2803,442.0,1350.0,A12803,-73.99131011962889,40.749637603759766
A2804,442.0,790.0,A12804,-73.99092864990233,40.745281219482415
A2805,443.0,1000.0,A12805,-73.97542572021484,40.7411003112793
A2806,443.0,1600.0,A12806,-73.97157287597656,40.76209259033203
A2807,443.0,780.0,A12807,-73.99366760253906,40.74708938598633
A2808,443.0,2200.0,A12808,-74.00257110595702,40.72884368896485
A2809,443.0,1360.0,A12809,-73.9876480102539,40.7793083190918
A2810,443.0,2520.0,A12810,-74.00028228759764,40.74604034423828
A2811,443.0,2080.0,A12811,-73.97944641113281,40.76557159423828
A2812,443.0,3180.0,A12812,-73.96878814697266,40.75796127319336
A2813,444.0,1070.0,A12813,-73.98876953125,40.73656845092773
A2814,444.0,3500.0,A12814,-73.99421691894531,40.75098037719727
A2815,444.0,2070.0,A12815,-73.9970703125,40.7472038269043
A2816,444.0,9400.0,A12816,-73.96153259277344,40.76821899414063
A2817,445.0,1300.0,A12817,-74.00783538818358,40.74047088623047
A2818,445.0,400.0,A12818,-73.99011993408203,40.73860168457031
A2819,445.0,15610.0,A12819,-73.78353881835938,40.64869689941406
A2820,446.0,1480.0,A12820,-73.97843170166014,40.778079986572266
A2821,446.0,6250.0,A12821,-74.01275634765625,40.702800750732415
A2822,446.0,900.0,A12822,-74.00156402587889,40.74671936035156
A2823,446.0,880.0,A12823,-73.99916076660156,40.73749542236328
A2824,446.0,330.0,A12824,-73.98121643066406,40.74705123901367
A2825,446.0,10200.0,A12825,-73.96437835693358,40.76757049560546
A2826,447.0,4800.0,A12826,-73.99420928955078,40.76641082763672
A2827,447.0,2100.0,A12827,-74.00010681152342,40.76148986816406
A2828,447.0,1100.0,A12828,-73.98271179199219,40.7557029724121
A2829,448.0,1000.0,A12829,-73.961669921875,40.77960205078125
A2830,448.0,890.0,A12830,-73.95741271972656,40.71620941162109
A2831,448.0,4480.0,A12831,-73.95466613769531,40.765621185302734
A2832,448.0,2000.0,A12832,-73.98568725585938,40.77859878540039
A2833,448.0,2100.0,A12833,-73.99683380126953,40.76286697387695
A2834,448.0,1000.0,A12834,-73.98971557617188,40.73863983154297
A2835,449.0,6100.0,A12835,-73.970458984375,40.75843811035156
A2836,449.0,650.0,A12836,-74.00811004638672,40.73883819580078
A2837,449.0,950.0,A12837,-73.9788818359375,40.755130767822266
A2838,449.0,2320.0,A12838,-73.98537445068358,40.7529411315918
A2839,449.0,1400.0,A12839,-73.98009490966798,40.74305725097656
A2840,449.0,500.0,A12840,-74.00428009033203,40.74750518798828
A2841,450.0,2340.0,A12841,-73.97502899169923,40.751777648925774
A2842,450.0,690.0,A12842,-73.98014068603516,40.76544189453125
A2843,450.0,2250.0,A12843,-73.94010925292967,40.79779815673828
A2844,450.0,3400.0,A12844,-73.98224639892578,40.77374267578125
A2845,450.0,500.0,A12845,-73.93083953857422,40.744773864746094
A2846,450.0,2500.0,A12846,-73.99225616455078,40.748634338378906
A2847,451.0,1030.0,A12847,-73.98200988769531,40.7623176574707
A2848,451.0,2070.0,A12848,-73.99363708496092,40.7469482421875
A2849,451.0,4200.0,A12849,-73.93444061279298,40.769168853759766
A2850,451.0,200.0,A12850,-73.99932098388672,40.757171630859375
A2851,452.0,1850.0,A12851,-73.95790100097656,40.77463150024414
A2852,452.0,100.0,A12852,-73.98280334472656,40.731544494628906
A2853,452.0,17910.0,A12853,-73.78820037841797,40.64142227172852
A2854,452.0,1000.0,A12854,-73.96143341064453,40.765018463134766
A2855,452.0,1200.0,A12855,-74.00896453857422,40.716007232666016
A2856,453.0,10200.0,A12856,-73.8637466430664,40.76953125
A2857,453.0,520.0,A12857,-73.99749755859375,40.746559143066406
A2858,453.0,850.0,A12858,-73.9805908203125,40.747859954833984
A2859,453.0,15880.0,A12859,-73.9730224609375,40.75709915161133
A2860,453.0,1000.0,A12860,-73.98329162597656,40.749488830566406
A2861,453.0,1300.0,A12861,-73.99156188964845,40.73841857910156
A2862,453.0,870.0,A12862,-73.95578002929686,40.772117614746094
A2863,453.0,1700.0,A12863,-73.9875717163086,40.73273086547852
A2864,454.0,1100.0,A12864,-73.95214080810547,40.79254150390625
A2865,454.0,3300.0,A12865,-73.99507904052734,40.74456405639648
A2866,454.0,610.0,A12866,-73.97667694091797,40.78813934326172
A2867,454.0,3080.0,A12867,-73.96124267578125,40.76031112670898
A2868,455.0,1230.0,A12868,-73.96974945068358,40.7562370300293
A2869,455.0,1300.0,A12869,-73.98095703125,40.74443054199219
A2870,455.0,3100.0,A12870,-73.98856353759764,40.72819519042969
A2871,455.0,1600.0,A12871,-73.97518157958984,40.75120544433594
A2872,455.0,10070.0,A12872,-73.97615051269531,40.77891540527344
A2873,456.0,3730.0,A12873,-73.99762725830078,40.7168083190918
A2874,456.0,700.0,A12874,-73.98828125,40.72350692749024
A2875,456.0,3630.0,A12875,-73.86276245117188,40.768718719482415
A2876,456.0,1650.0,A12876,-73.96543121337889,40.76601409912109
A2877,456.0,3750.0,A12877,-74.00919342041014,40.716270446777344
A2878,456.0,680.0,A12878,-74.00435638427734,40.75251388549805
A2879,456.0,1900.0,A12879,-74.00313568115233,40.74898147583008
A2880,457.00000000000006,1070.0,A12880,-73.9596176147461,40.776679992675774
A2881,457.00000000000006,450.0,A12881,-73.96304321289062,40.762073516845696
A2882,457.00000000000006,400.0,A12882,-73.9695053100586,40.79024505615234
A2883,458.00000000000006,1200.0,A12883,-73.98113250732422,40.757911682128906
A2884,458.00000000000006,900.0,A12884,-73.99234771728516,40.73052978515625
A2885,458.00000000000006,590.0,A12885,-73.97681427001953,40.78012847900391
A2886,458.00000000000006,2800.0,A12886,-73.99279022216798,40.75400161743164
A2887,459.00000000000006,1640.0,A12887,-73.96896362304686,40.761268615722656
A2888,459.00000000000006,1000.0,A12888,-73.9964599609375,40.7536735534668
A2889,459.00000000000006,1080.0,A12889,-73.98078155517578,40.75539016723633
A2890,459.00000000000006,730.0,A12890,-73.94811248779298,40.78261947631836
A2891,459.00000000000006,1590.0,A12891,-73.99099731445312,40.723819732666016
A2892,459.00000000000006,1690.0,A12892,-73.98361206054686,40.72453689575195
A2893,460.00000000000006,600.0,A12893,-74.00448608398438,40.725582122802734
A2894,460.00000000000006,600.0,A12894,-73.98941802978516,40.76365280151367
A2895,460.00000000000006,350.0,A12895,-73.99011993408203,40.75641632080078
A2896,460.00000000000006,1410.0,A12896,-73.98797607421875,40.74959564208984
A2897,460.00000000000006,920.0,A12897,-73.98139190673827,40.77907943725586
A2898,461.00000000000006,1600.0,A12898,-74.00540161132812,40.73931884765625
A2899,461.00000000000006,500.0,A12899,-73.96395111083984,40.77590560913086
A2900,461.00000000000006,1120.0,A12900,-73.97511291503906,40.76514053344727
A2901,461.00000000000006,7400.0,A12901,-73.87315368652342,40.77416229248047
A2902,461.00000000000006,2900.0,A12902,-73.98892974853516,40.74138641357422
A2903,461.00000000000006,10840.0,A12903,-73.86286163330078,40.76871109008789
A2904,462.00000000000006,1300.0,A12904,-73.97276306152342,40.75562286376953
A2905,462.00000000000006,1430.0,A12905,-73.99272918701173,40.74455642700195
A2906,462.00000000000006,2029.9999999999998,A12906,-73.9764633178711,40.7756462097168
A2907,462.00000000000006,2450.0,A12907,-73.99501037597656,40.760528564453125
A2908,462.00000000000006,2060.0,A12908,-73.97972869873048,40.78092193603516
A2909,462.00000000000006,5400.0,A12909,-73.98211669921875,40.762310028076165
A2910,462.00000000000006,760.0,A12910,-74.00814819335938,40.73820114135742
A2911,462.00000000000006,1380.0,A12911,-73.99246215820312,40.74786758422852
A2912,463.00000000000006,1800.0,A12912,-73.97689819335938,40.75849533081056
A2913,463.00000000000006,1230.0,A12913,-74.00762939453125,40.74300003051758
A2914,463.00000000000006,2600.0,A12914,-74.01051330566406,40.71266174316406
A2915,463.00000000000006,1100.0,A12915,-73.97584533691406,40.78637313842773
A2916,463.00000000000006,2000.0,A12916,-73.99290466308595,40.7681884765625
A2917,463.00000000000006,2590.0,A12917,-73.97734832763672,40.75828552246094
A2918,463.00000000000006,3350.0,A12918,-74.00524139404298,40.72841262817384
A2919,464.00000000000006,2700.0,A12919,-73.99015808105469,40.75127410888672
A2920,464.00000000000006,800.0,A12920,-73.9892578125,40.73812103271485
A2921,464.00000000000006,800.0,A12921,-74.001953125,40.75072479248047
A2922,464.00000000000006,2000.0,A12922,-73.97499084472656,40.762508392333984
A2923,464.00000000000006,900.0,A12923,-73.97872924804686,40.76507186889648
A2924,464.00000000000006,2960.0,A12924,-74.00968170166014,40.706558227539055
